race_date,venue_code,race_number,boat_number,racer_number,racer_name,racer_class_number,racer_branch_number,racer_birthplace_number,racer_age,racer_weight,course_number,start_timing,entry_number,place_number,decision_hand,flying_count,late_count,average_start_timing,national_top_1_percent,national_top_2_percent,national_top_3_percent,local_top_1_percent,local_top_2_percent,local_top_3_percent,assigned_motor_number,assigned_motor_top_2_percent,assigned_motor_top_3_percent,assigned_boat_number,assigned_boat_top_2_percent,assigned_boat_top_3_percent
20251228,01,1,1,5100,栗原 一馬,4,,,29,55.6,1,0.21,,3,,0,0,0.2,4.25,23.94,35.21,3.53,18.99,26.58,50,,,71,,
20251228,01,1,2,5175,島崎 丈一朗,4,,,21,52.1,2,0.22,,4,,0,0,0.25,3.74,22.22,25.93,5.5,25.0,50.0,23,,,69,,
20251228,01,1,3,5033,藤原 孝斗,3,,,28,55.8,3,0.28,,5,,0,0,0.18,3.72,14.61,25.84,4.76,32.26,41.94,33,,,16,,
20251228,01,1,4,5044,渡邉 健,2,,,26,57.2,4,0.15,,6,,0,0,0.17,5.53,37.3,51.59,4.39,25.0,35.71,55,,,54,,
20251228,01,1,5,5364,金子 怜央,4,,,26,52.0,6,0.07,,2,,0,0,0.2,1.62,1.54,4.62,1.44,0.0,0.0,37,,,65,,
20251228,01,1,6,3948,大町 利克,3,,,49,53.1,5,0.19,,1,,0,0,0.2,4.2,25.0,36.84,3.71,14.29,28.57,46,,,67,,
20251228,01,2,1,4439,近藤 友宝,3,,,39,54.9,1,0.26,,5,,0,0,0.17,3.87,22.67,29.33,2.7,4.35,21.74,39,,,53,,
20251228,01,2,2,4538,笠置 博之,2,,,35,53.8,2,0.16,,1,,0,0,0.15,5.8,47.06,50.98,5.41,36.36,54.55,30,,,60,,
20251228,01,2,3,5301,岩下 巧斗,3,,,23,52.1,3,0.08,,4,,0,0,0.18,4.32,24.44,36.67,2.88,7.07,15.15,36,,,70,,
20251228,01,2,4,5095,小原 聡将,2,,,31,52.4,4,0.13,,2,,0,0,0.15,6.03,36.76,64.71,5.26,33.33,55.56,47,,,52,,
20251228,01,2,5,5103,芝田 京介,3,,,27,52.4,5,0.1,,3,,0,0,0.19,4.16,22.22,35.56,4.42,25.0,25.0,34,,,39,,
20251228,01,2,6,5433,米本 圭佑,4,,,20,52.0,6,0.12,,6,,0,0,,1.58,0.0,0.0,0.0,0.0,0.0,43,,,26,,
20251228,01,3,1,4281,大澤 大夢,3,,,42,53.7,1,0.19,,3,,0,0,0.16,4.65,23.38,37.66,4.93,21.43,50.0,18,,,68,,
20251228,01,3,2,4036,金田 諭,2,,,47,52.1,2,0.2,,5,,0,0,0.17,6.43,50.0,69.23,6.67,48.48,72.73,54,,,41,,
20251228,01,3,3,5315,浅井 翼,3,,,25,51.0,3,0.21,,6,,0,0,0.17,2.75,10.13,17.72,1.54,0.0,4.17,22,,,25,,
20251228,01,3,4,5304,井田 涼介,4,,,22,59.0,6,0.33,,4,,1,0,0.24,1.72,4.62,6.15,1.38,2.22,2.22,19,,,30,,
20251228,01,3,5,4496,内堀 学,1,,,38,52.0,4,0.17,,1,,0,0,0.18,6.53,54.84,70.16,5.42,39.47,52.63,21,,,72,,
20251228,01,3,6,4956,齊藤 大将,3,,,30,54.9,5,0.26,,2,,0,0,0.18,4.94,27.27,54.55,4.5,18.75,43.75,53,,,14,,
20251228,01,4,1,4818,伏見 俊介,3,,,34,55.4,1,0.12,,1,,1,0,0.12,3.74,30.43,30.43,6.73,53.33,60.0,25,,,44,,
20251228,01,4,2,4666,日笠 勝弘,3,,,42,52.0,2,0.2,,3,,0,0,0.16,3.52,12.12,30.3,3.67,22.22,33.33,45,,,43,,
20251228,01,4,3,3850,小川 知行,3,,,53,52.0,3,0.2,,5,,0,0,0.15,5.02,28.21,49.57,4.51,26.58,39.24,12,,,63,,
20251228,01,4,4,5096,上原 崚,2,,,30,52.0,4,0.16,,2,,1,0,0.13,5.86,39.13,54.35,4.29,25.0,33.33,14,,,23,,
20251228,01,4,5,4129,宇野 博之,3,,,45,53.6,5,0.19,,6,,0,0,0.16,3.93,17.81,32.88,0.0,0.0,0.0,49,,,18,,
20251228,01,4,6,4140,梶野 学志,1,,,45,53.2,6,0.18,,4,,0,0,0.16,6.01,39.62,62.26,6.07,40.74,66.67,32,,,59,,
20251228,01,5,1,3681,山谷 央,3,,,52,52.0,1,0.14,,1,,0,0,0.16,5.45,34.67,53.33,5.0,20.69,41.38,35,,,24,,
20251228,01,5,2,4488,小山 勉,1,,,39,52.0,2,0.17,,2,,0,0,0.15,5.93,38.89,62.22,6.67,52.73,69.09,15,,,46,,
20251228,01,5,3,3889,須藤 隆雄,3,,,50,54.4,3,0.13,,3,,0,0,0.2,4.43,21.74,39.13,4.42,23.89,36.28,48,,,11,,
20251228,01,5,4,3293,宮内 由紀英,3,,,60,52.0,4,0.15,,6,,0,0,0.2,4.12,18.6,38.37,5.0,30.0,50.0,27,,,56,,
20251228,01,5,5,3948,大町 利克,3,,,49,53.1,5,0.18,,4,,0,0,0.2,4.2,25.0,36.84,3.71,14.29,28.57,46,,,67,,
20251228,01,5,6,3505,山田 竜一,2,,,54,52.0,6,0.12,,5,,0,0,0.15,5.25,32.79,50.0,5.26,42.11,52.63,44,,,37,,
20251228,01,6,1,4460,後藤 翔之,1,,,39,54.4,1,0.06,,1,,0,0,0.14,6.0,41.61,59.12,6.05,42.86,66.67,31,,,21,,
20251228,01,6,2,4944,田代 達也,3,,,34,52.6,2,0.09,,2,,0,0,0.16,4.26,19.32,40.91,4.22,29.63,33.33,52,,,66,,
20251228,01,6,3,5262,鈴木 章司,3,,,27,52.0,3,0.13,,3,,0,0,0.19,4.54,23.91,40.22,2.13,6.25,12.5,51,,,62,,
20251228,01,6,4,5175,島崎 丈一朗,4,,,21,52.1,4,0.16,,4,,0,0,0.25,3.74,22.22,25.93,5.5,25.0,50.0,23,,,69,,
20251228,01,6,5,5433,米本 圭佑,4,,,20,52.0,6,0.27,,6,,0,0,,1.58,0.0,0.0,0.0,0.0,0.0,43,,,26,,
20251228,01,6,6,4905,土井 祥伍,3,,,31,54.2,5,0.21,,5,,0,0,0.19,3.64,14.46,25.3,4.08,24.0,24.0,41,,,61,,
20251228,01,7,1,4906,鈴木 雅希,2,,,30,52.2,1,0.16,,1,,0,0,0.16,5.38,35.77,56.1,4.57,17.14,45.71,40,,,15,,
20251228,01,7,2,5090,生方 靖亜,3,,,25,52.7,2,0.12,,4,,0,0,0.18,5.44,30.56,53.7,5.0,30.99,46.95,29,,,47,,
20251228,01,7,3,5044,渡邉 健,2,,,26,57.2,3,0.17,,2,,0,0,0.17,5.53,37.3,51.59,4.39,25.0,35.71,55,,,54,,
20251228,01,7,4,5103,芝田 京介,3,,,27,52.4,4,0.19,,6,,0,0,0.19,4.16,22.22,35.56,4.42,25.0,25.0,34,,,39,,
20251228,01,7,5,4281,大澤 大夢,3,,,42,53.7,5,0.19,,5,,0,0,0.16,4.65,23.38,37.66,4.93,21.43,50.0,18,,,68,,
20251228,01,7,6,3546,中里 昌志,3,,,56,52.0,6,0.18,,3,,0,0,0.18,4.14,22.11,33.68,4.52,22.73,38.64,24,,,75,,
20251228,01,8,1,5095,小原 聡将,2,,,31,52.4,1,0.12,,2,,0,0,0.15,6.03,36.76,64.71,5.26,33.33,55.56,47,,,52,,
20251228,01,8,2,4750,井上 尚悟,3,,,38,52.2,2,0.13,,3,,0,0,0.17,4.19,20.59,33.82,3.48,16.0,32.0,16,,,58,,
20251228,01,8,3,5304,井田 涼介,4,,,22,59.0,5,0.07,,5,,1,0,0.24,1.72,4.62,6.15,1.38,2.22,2.22,19,,,30,,
20251228,01,8,4,5364,金子 怜央,4,,,26,52.0,6,0.09,,9,,0,0,0.2,1.62,1.54,4.62,1.44,0.0,0.0,37,,,65,,
20251228,01,8,5,4384,鶴本 崇文,1,,,40,52.2,3,0.1,,1,,0,0,0.16,6.79,48.53,75.0,6.46,45.83,72.92,17,,,28,,
20251228,01,8,6,4129,宇野 博之,3,,,45,53.6,4,0.11,,4,,0,0,0.16,3.93,17.81,32.88,0.0,0.0,0.0,49,,,18,,
20251228,01,9,1,3699,富永 正人,3,,,53,52.1,1,0.07,,2,,0,0,0.2,4.96,27.71,44.58,4.94,30.99,46.48,42,,,73,,
20251228,01,9,2,4496,内堀 学,1,,,38,52.0,2,0.09,,3,,0,0,0.18,6.53,54.84,70.16,5.42,39.47,52.63,21,,,72,,
20251228,01,9,3,5096,上原 崚,2,,,30,52.0,3,0.09,,1,,1,0,0.13,5.86,39.13,54.35,4.29,25.0,33.33,14,,,23,,
20251228,01,9,4,5033,藤原 孝斗,3,,,28,55.8,4,0.08,,4,,0,0,0.18,3.72,14.61,25.84,4.76,32.26,41.94,33,,,16,,
20251228,01,9,5,3889,須藤 隆雄,3,,,50,54.4,5,0.18,,5,,0,0,0.2,4.43,21.74,39.13,4.42,23.89,36.28,48,,,11,,
20251228,01,9,6,4863,三浦 裕貴,3,,,37,52.0,6,0.2,,6,,0,0,0.13,4.19,22.81,38.6,4.18,25.0,39.29,28,,,40,,
20251228,01,10,1,5005,石田 貴洋,3,,,29,52.0,1,0.18,,1,,0,0,0.15,5.62,31.17,59.74,4.95,24.14,43.1,38,,,45,,
20251228,01,10,2,3681,山谷 央,3,,,52,52.0,2,0.14,,3,,0,0,0.16,5.45,34.67,53.33,5.0,20.69,41.38,35,,,24,,
20251228,01,10,3,4104,木下 陽介,3,,,46,55.9,3,0.16,,2,,0,0,0.17,4.79,30.77,43.59,4.5,22.22,38.89,11,,,19,,
20251228,01,10,4,5100,栗原 一馬,4,,,29,55.6,4,0.13,,5,,0,0,0.2,4.25,23.94,35.21,3.53,18.99,26.58,50,,,71,,
20251228,01,10,5,4140,梶野 学志,1,,,45,53.2,5,0.19,,4,,0,0,0.16,6.01,39.62,62.26,6.07,40.74,66.67,32,,,59,,
20251228,01,10,6,4036,金田 諭,2,,,47,52.1,6,0.18,,6,,0,0,0.17,6.43,50.0,69.23,6.67,48.48,72.73,54,,,41,,
20251228,01,11,1,4538,笠置 博之,2,,,35,53.8,1,0.22,,1,,0,0,0.15,5.8,47.06,50.98,5.41,36.36,54.55,30,,,60,,
20251228,01,11,2,3505,山田 竜一,2,,,54,52.0,2,0.21,,3,,0,0,0.15,5.25,32.79,50.0,5.26,42.11,52.63,44,,,37,,
20251228,01,11,3,4460,後藤 翔之,1,,,39,54.4,3,0.23,,2,,0,0,0.14,6.0,41.61,59.12,6.05,42.86,66.67,31,,,21,,
20251228,01,11,4,5315,浅井 翼,3,,,25,51.0,4,0.2,,6,,0,0,0.17,2.75,10.13,17.72,1.54,0.0,4.17,22,,,25,,
20251228,01,11,5,5167,小川 竜太朗,3,,,25,52.1,5,0.19,,4,,0,0,0.15,4.7,21.25,43.75,1.89,0.0,11.11,13,,,74,,
20251228,01,11,6,4666,日笠 勝弘,3,,,42,52.0,6,0.26,,5,,0,0,0.16,3.52,12.12,30.3,3.67,22.22,33.33,45,,,43,,
20251228,01,12,1,4384,鶴本 崇文,1,,,40,52.2,1,0.05,,1,,0,0,0.16,6.79,48.53,75.0,6.46,45.83,72.92,17,,,28,,
20251228,01,12,2,5301,岩下 巧斗,3,,,23,52.1,2,0.14,,5,,0,0,0.18,4.32,24.44,36.67,2.88,7.07,15.15,36,,,70,,
20251228,01,12,3,4906,鈴木 雅希,2,,,30,52.2,3,0.05,,6,,0,0,0.16,5.38,35.77,56.1,4.57,17.14,45.71,40,,,15,,
20251228,01,12,4,4905,土井 祥伍,3,,,31,54.2,4,0.02,,3,,0,0,0.19,3.64,14.46,25.3,4.08,24.0,24.0,41,,,61,,
20251228,01,12,5,4488,小山 勉,1,,,39,52.0,5,0.01,,2,,0,0,0.15,5.93,38.89,62.22,6.67,52.73,69.09,15,,,46,,
20251228,01,12,6,5234,塚越 海斗,3,,,27,52.1,6,0.01,,4,,0,0,0.18,6.16,44.74,65.79,5.04,33.58,51.49,26,,,31,,
20251228,02,1,1,3808,秋田 健太郎,3,,,50,59.9,1,0.16,,2,,0,0,0.17,3.67,12.94,27.06,4.53,29.41,38.24,10,,,38,,
20251228,02,1,2,4325,新出 浩司,3,,,42,52.6,2,0.15,,1,,1,0,0.16,4.7,22.83,44.57,5.38,33.33,58.33,3,,,72,,
20251228,02,1,3,5319,近藤 颯斗,3,,,24,52.0,3,0.13,,3,,0,0,0.17,5.47,32.95,59.09,2.81,14.29,19.05,17,,,44,,
20251228,02,1,4,3377,塚田 修二,4,,,58,54.2,4,0.18,,6,,0,0,0.2,2.97,10.17,15.25,4.71,33.33,39.58,34,,,45,,
20251228,02,1,5,5365,石村 日奈那,4,,,24,47.0,5,0.09,,5,,0,0,0.24,1.98,0.0,4.55,1.5,0.0,0.0,16,,,31,,
20251228,02,1,6,5072,吉田 杏美,4,,,31,47.7,6,0.2,,4,,0,0,,2.06,5.88,5.88,2.25,8.33,8.33,26,,,48,,
20251228,02,2,1,4880,澤崎 雄哉,3,,,30,52.0,1,0.11,,1,,0,0,0.15,4.95,26.23,52.46,4.85,27.27,51.52,2,,,60,,
20251228,02,2,2,3826,村田 修次,2,,,52,52.0,2,0.09,,2,,1,0,0.16,5.84,36.67,56.67,6.48,48.0,64.0,29,,,30,,
20251228,02,2,3,3772,一柳 和孝,3,,,51,53.1,3,0.11,,5,,0,0,0.17,5.43,33.77,55.84,5.47,33.33,50.37,37,,,17,,
20251228,02,2,4,4637,中田 友也,3,,,35,56.7,4,0.15,,4,,1,0,0.16,5.67,40.2,56.86,5.89,38.1,59.52,31,,,69,,
20251228,02,2,5,4366,前沢 丈史,1,,,40,55.3,5,0.15,,3,,0,0,0.15,6.32,46.62,64.66,6.7,55.56,62.96,22,,,50,,
20251228,02,2,6,4449,中嶋 達也,3,,,38,51.5,6,0.15,,6,,1,0,0.16,4.28,24.07,36.11,3.84,21.05,31.58,38,,,23,,
20251228,02,3,1,5003,来田 衣織,3,,,29,47.2,1,0.22,,5,,0,0,0.19,3.99,24.21,34.74,4.4,20.0,43.33,39,,,51,,
20251228,02,3,2,5220,青木 蓮,2,,,25,52.0,4,0.08,,2,,0,0,0.14,6.36,48.36,64.75,5.64,39.66,50.0,20,,,25,,
20251228,02,3,3,4145,小澤 学,3,,,44,53.5,5,0.26,,4,,0,0,0.26,4.02,12.77,31.91,4.63,16.28,37.21,59,,,14,,
20251228,02,3,4,3159,江口 晃生,1,,,60,52.0,2,0.17,,3,,0,0,0.16,6.42,48.86,63.64,7.88,75.76,87.88,28,,,41,,
20251228,02,3,5,3863,海老澤 泰行,3,,,51,55.8,3,0.16,,1,,0,0,0.16,3.94,17.24,28.74,3.86,28.57,42.86,63,,,54,,
20251228,02,3,6,3940,飯山 泰,1,,,47,52.0,6,0.1,,6,,0,0,0.15,6.45,48.12,68.42,7.3,58.93,78.57,19,,,42,,
20251228,02,4,1,4883,岡部 大輝,3,,,30,52.1,1,0.17,,5,,0,0,0.14,5.73,40.85,54.93,5.6,31.03,60.34,13,,,19,,
20251228,02,4,2,3652,森下 勇,3,,,52,55.0,2,0.22,,4,,0,0,0.21,3.27,12.35,23.46,3.67,16.67,29.17,21,,,40,,
20251228,02,4,3,5147,田中 勇輔,3,,,31,51.5,3,0.09,,1,,0,0,0.14,3.48,9.68,24.19,4.61,26.32,40.35,14,,,11,,
20251228,02,4,4,5052,赤井 星璃菜,4,,,30,50.4,4,0.17,,6,,0,0,,4.04,25.93,33.33,0.0,0.0,0.0,33,,,61,,
20251228,02,4,5,3995,重野 哲之,1,,,46,52.4,5,0.13,,2,,0,0,0.13,6.35,48.48,66.67,6.44,53.49,65.12,32,,,37,,
20251228,02,4,6,3845,中谷 朋子,2,,,49,45.5,6,0.14,,3,,0,0,0.19,4.67,29.82,36.84,6.57,52.38,66.67,1,,,21,,
20251228,02,5,1,4053,芦澤 望,2,,,47,55.6,1,0.3,,3,,0,0,0.18,5.55,35.14,51.35,5.94,40.63,56.25,53,,,56,,
20251228,02,5,2,4815,伏島 祐介,3,,,35,52.3,2,0.32,,4,,0,0,0.18,5.36,30.67,56.0,5.09,33.33,48.48,61,,,63,,
20251228,02,5,3,5272,松田 真実,3,,,24,47.0,3,0.33,,12,,0,0,0.16,4.25,25.0,42.05,3.36,16.0,28.0,15,,,55,,
20251228,02,5,4,5141,大澤 風葵,1,,,25,51.5,4,0.18,,1,,0,0,0.12,5.88,42.86,59.82,7.22,59.46,75.68,12,,,52,,
20251228,02,5,5,4569,中澤 宏奈,3,,,37,47.1,5,0.21,,2,,0,0,0.15,4.71,41.18,47.06,4.92,30.77,50.0,4,,,27,,
20251228,02,5,6,3852,澤 大介,3,,,53,52.9,6,0.23,,5,,0,0,0.17,4.55,24.73,37.63,5.5,40.0,60.0,24,,,66,,
20251228,02,6,1,4380,鈴木 峻佑,3,,,41,52.2,1,0.08,,1,,0,0,0.17,4.38,25.26,38.95,4.92,32.0,48.0,62,,,22,,
20251228,02,6,2,4083,福島 勇樹,2,,,46,52.0,2,0.12,,4,,0,0,0.15,6.82,56.0,71.2,6.72,52.0,56.0,27,,,47,,
20251228,02,6,3,4769,馬場 剛,2,,,33,52.0,3,0.06,,2,,0,0,0.12,6.06,42.4,60.8,6.46,50.0,65.38,35,,,67,,
20251228,02,6,4,3808,秋田 健太郎,3,,,50,59.9,4,0.2,,5,,0,0,0.17,3.67,12.94,27.06,4.53,29.41,38.24,10,,,38,,
20251228,02,6,5,5190,大月 遊雅,3,,,25,51.5,5,0.09,,6,,0,0,0.22,4.07,22.35,32.94,4.57,24.49,38.78,64,,,46,,
20251228,02,6,6,4851,関 浩哉,1,,,31,49.5,6,0.08,,3,,0,0,0.14,7.62,48.74,67.23,7.19,37.5,62.5,65,,,68,,
20251228,02,7,1,4295,小坂 尚哉,1,,,39,53.4,1,0.34,,1,,0,0,0.13,6.56,48.84,67.44,7.26,64.1,76.92,25,,,74,,
20251228,02,7,2,4162,竹本 太樹,3,,,43,54.2,2,0.32,,2,,0,0,0.2,3.85,13.24,32.35,0.0,0.0,0.0,36,,,32,,
20251228,02,7,3,3377,塚田 修二,4,,,58,54.2,3,0.32,,5,,0,0,0.2,2.97,10.17,15.25,4.71,33.33,39.58,34,,,45,,
20251228,02,7,4,4880,澤崎 雄哉,3,,,30,52.0,4,0.31,,6,,0,0,0.15,4.95,26.23,52.46,4.85,27.27,51.52,2,,,60,,
20251228,02,7,5,3712,淺香 文武,3,,,51,55.3,5,0.22,,4,,0,0,0.15,4.72,30.68,47.73,5.05,20.51,51.28,23,,,53,,
20251228,02,7,6,3863,海老澤 泰行,3,,,51,55.8,6,0.23,,3,,0,0,0.16,3.94,17.24,28.74,3.86,28.57,42.86,63,,,54,,
20251228,02,8,1,4565,西村 豪洋,3,,,38,53.4,1,0.14,,3,,0,0,0.17,4.35,23.86,39.77,4.83,27.5,42.5,50,,,43,,
20251228,02,8,2,4366,前沢 丈史,1,,,40,55.3,2,0.21,,1,,0,0,0.15,6.32,46.62,64.66,6.7,55.56,62.96,22,,,50,,
20251228,02,8,3,5052,赤井 星璃菜,4,,,30,50.4,3,0.18,,6,,0,0,,4.04,25.93,33.33,0.0,0.0,0.0,33,,,61,,
20251228,02,8,4,5365,石村 日奈那,4,,,24,47.0,4,0.21,,4,,0,0,0.24,1.98,0.0,4.55,1.5,0.0,0.0,16,,,31,,
20251228,02,8,5,4303,牧原 崇,2,,,42,52.0,5,0.36,,2,,0,0,0.19,5.41,34.48,49.14,5.0,14.29,42.86,8,,,57,,
20251228,02,8,6,4792,杉村 賢也,3,,,35,52.0,6,0.37,,5,,0,0,0.18,5.45,34.38,51.56,4.79,21.21,51.52,9,,,18,,
20251228,02,9,1,4610,佐藤 大佑,2,,,35,54.3,1,0.12,,1,,0,0,0.17,5.71,40.0,53.91,5.89,41.67,61.11,5,,,15,,
20251228,02,9,2,4569,中澤 宏奈,3,,,37,47.1,2,0.12,,5,,0,0,0.15,4.71,41.18,47.06,4.92,30.77,50.0,4,,,27,,
20251228,02,9,3,3940,飯山 泰,1,,,47,52.0,3,0.12,,2,,0,0,0.15,6.45,48.12,68.42,7.3,58.93,78.57,19,,,42,,
20251228,02,9,4,5319,近藤 颯斗,3,,,24,52.0,4,0.17,,4,,0,0,0.17,5.47,32.95,59.09,2.81,14.29,19.05,17,,,44,,
20251228,02,9,5,3772,一柳 和孝,3,,,51,53.1,5,0.12,,3,,0,0,0.17,5.43,33.77,55.84,5.47,33.33,50.37,37,,,17,,
20251228,02,9,6,5147,田中 勇輔,3,,,31,51.5,6,0.09,,6,,0,0,0.14,3.48,9.68,24.19,4.61,26.32,40.35,14,,,11,,
20251228,02,10,1,3826,村田 修次,2,,,52,52.0,1,0.15,,1,,1,0,0.16,5.84,36.67,56.67,6.48,48.0,64.0,29,,,30,,
20251228,02,10,2,3845,中谷 朋子,2,,,49,45.5,2,0.33,,5,,0,0,0.19,4.67,29.82,36.84,6.57,52.38,66.67,1,,,21,,
20251228,02,10,3,4851,関 浩哉,1,,,31,49.5,3,0.25,,2,,0,0,0.14,7.62,48.74,67.23,7.19,37.5,62.5,65,,,68,,
20251228,02,10,4,4815,伏島 祐介,3,,,35,52.3,4,0.2,,4,,0,0,0.18,5.36,30.67,56.0,5.09,33.33,48.48,61,,,63,,
20251228,02,10,5,4325,新出 浩司,3,,,42,52.6,5,0.17,,6,,1,0,0.16,4.7,22.83,44.57,5.38,33.33,58.33,3,,,72,,
20251228,02,10,6,5220,青木 蓮,2,,,25,52.0,6,0.11,,3,,0,0,0.14,6.36,48.36,64.75,5.64,39.66,50.0,20,,,25,,
20251228,02,11,1,4797,中山 将,2,,,33,52.5,1,0.16,,1,,0,0,0.15,6.22,44.54,61.34,6.16,52.27,61.36,6,,,65,,
20251228,02,11,2,3995,重野 哲之,1,,,46,52.2,2,0.19,,5,,0,0,0.13,6.35,48.48,66.67,6.44,53.49,65.12,32,,,37,,
20251228,02,11,3,4449,中嶋 達也,3,,,38,50.5,3,0.15,,6,,1,0,0.16,4.28,24.07,36.11,3.84,21.05,31.58,38,,,23,,
20251228,02,11,4,4162,竹本 太樹,3,,,43,54.5,4,0.12,,4,,0,0,0.2,3.85,13.24,32.35,0.0,0.0,0.0,36,,,32,,
20251228,02,11,5,5141,大澤 風葵,1,,,25,51.0,5,0.09,,2,,0,0,0.12,5.88,42.86,59.82,7.22,59.46,75.68,12,,,52,,
20251228,02,11,6,4769,馬場 剛,2,,,33,51.5,6,0.09,,3,,0,0,0.12,6.06,42.4,60.8,6.46,50.0,65.38,35,,,67,,
20251228,02,12,1,3159,江口 晃生,1,,,60,52.0,1,0.09,,8,,0,0,0.16,6.42,48.86,63.64,7.88,75.76,87.88,28,,,41,,
20251228,02,12,2,4792,杉村 賢也,3,,,35,52.0,2,0.1,,4,,0,0,0.18,5.45,34.38,51.56,4.79,21.21,51.52,9,,,18,,
20251228,02,12,3,4053,芦澤 望,2,,,47,55.6,3,0.09,,1,,0,0,0.18,5.55,35.14,51.35,5.94,40.63,56.25,53,,,56,,
20251228,02,12,4,4295,小坂 尚哉,1,,,39,53.4,4,0.13,,5,,0,0,0.13,6.56,48.84,67.44,7.26,64.1,76.92,25,,,74,,
20251228,02,12,5,3652,森下 勇,3,,,52,55.0,6,0.28,,3,,0,0,0.21,3.27,12.35,23.46,3.67,16.67,29.17,21,,,40,,
20251228,02,12,6,4083,福島 勇樹,2,,,46,52.0,5,0.14,,2,,0,0,0.15,6.82,56.0,71.2,6.72,52.0,56.0,27,,,47,,
20251228,03,1,1,4660,宇田川 信一,3,,,34,52.0,1,0.29,,2,,0,0,0.2,3.75,11.36,29.55,5.35,34.41,51.61,33,,,71,,
20251228,03,1,2,3722,西村 秀樹,3,,,55,52.3,2,0.27,,3,,0,0,0.18,3.71,15.29,25.88,3.67,0.0,16.67,66,,,45,,
20251228,03,1,3,5261,岡 暢祐,3,,,27,51.5,3,0.31,,1,,0,0,0.17,4.0,15.49,36.62,4.13,25.0,43.75,49,,,19,,
20251228,03,1,4,5006,久保原 秀人,3,,,29,54.3,4,0.27,,4,,0,0,0.16,3.4,13.43,23.88,4.32,13.64,31.82,11,,,55,,
20251228,03,1,5,5371,早川 颯太,4,,,23,52.0,5,0.34,,6,,0,0,0.19,1.58,0.0,3.03,1.36,0.0,0.0,39,,,14,,
20251228,03,1,6,5394,福西 広太郎,4,,,24,52.0,6,0.36,,5,,0,0,,2.45,3.08,13.85,0.0,0.0,0.0,30,,,12,,
20251228,03,2,1,4508,野間 大樹,3,,,37,52.0,1,0.24,,4,,0,0,0.18,5.33,37.04,55.56,4.45,31.03,41.38,41,,,37,,
20251228,03,2,2,3339,泉 具巳,3,,,60,54.7,2,0.27,,5,,0,0,0.16,4.24,25.61,39.02,3.95,21.05,36.84,38,,,47,,
20251228,03,2,3,5300,横田 海人,3,,,23,52.0,3,0.26,,6,,0,0,0.18,2.6,8.57,14.29,2.49,8.22,12.33,23,,,39,,
20251228,03,2,4,4472,尾嶋 一広,1,,,38,54.1,4,0.22,,1,,0,0,0.15,6.42,47.45,67.88,6.81,44.19,69.77,32,,,70,,
20251228,03,2,5,5368,宮崎 心之介,3,,,23,52.0,5,0.22,,3,,0,0,0.17,3.34,11.25,26.25,4.43,21.43,42.86,31,,,25,,
20251228,03,2,6,5279,石渡 翔一郎,3,,,23,52.1,6,0.19,,2,,1,0,0.15,5.69,36.36,58.18,5.23,34.41,52.15,28,,,13,,
20251228,03,3,1,3904,森 貴洋,3,,,48,52.6,1,0.16,,1,,0,0,0.17,5.79,39.39,60.61,6.75,50.0,79.17,17,,,26,,
20251228,03,3,2,4943,八木 治樹,3,,,34,52.2,2,0.15,,4,,0,0,0.15,4.46,23.53,41.18,5.53,33.33,58.33,70,,,34,,
20251228,03,3,3,5223,森清 友翔,3,,,24,53.2,3,0.16,,3,,0,0,0.2,4.42,22.86,39.05,3.71,17.65,23.53,10,,,31,,
20251228,03,3,4,4159,向後 龍一,2,,,44,52.0,4,0.16,,5,,0,0,0.17,5.81,40.98,55.74,6.14,41.27,53.97,65,,,53,,
20251228,03,3,5,4297,山田 哲也,1,,,43,52.3,5,0.13,,2,,0,0,0.1,6.32,48.15,58.33,6.11,44.44,53.09,37,,,33,,
20251228,03,3,6,5402,塚越 陸斗,4,,,22,54.8,6,0.22,,6,,1,0,,1.43,0.0,1.64,0.0,0.0,0.0,48,,,29,,
20251228,03,4,1,3973,崎 利仁,3,,,49,54.3,1,0.25,,2,,0,0,0.2,4.43,21.43,39.29,4.63,24.58,40.68,20,,,59,,
20251228,03,4,2,3967,鈴木 茂高,3,,,46,56.8,2,0.25,,5,,0,0,0.21,4.42,22.58,38.71,4.45,26.79,35.71,13,,,23,,
20251228,03,4,3,3813,佐藤 大介,1,,,49,52.7,3,0.25,,4,,0,0,0.15,6.42,52.08,64.58,6.91,55.56,77.78,58,,,41,,
20251228,03,4,4,4875,大塚 康雅,3,,,31,51.0,4,0.25,,1,,0,0,0.18,4.56,25.58,38.37,4.77,29.73,43.24,69,,,56,,
20251228,03,4,5,4898,菊地 敬介,3,,,34,55.6,5,0.25,,3,,0,0,0.19,4.48,22.99,37.93,4.09,23.44,32.81,54,,,32,,
20251228,03,4,6,5273,山下 拓巳,3,,,24,52.0,6,0.31,,6,,0,0,0.18,4.5,26.6,38.3,3.11,15.79,21.05,25,,,30,,
20251228,03,5,1,4803,飯田 庄吾,3,,,32,55.9,1,0.31,,4,,0,0,0.18,3.41,10.87,23.91,3.82,17.65,23.53,67,,,43,,
20251228,03,5,2,5150,坂本 雄紀,2,,,31,51.5,2,0.35,,3,,0,0,0.15,6.03,41.51,62.26,3.93,21.43,35.71,29,,,54,,
