race_date,venue_code,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,race_technique_number,win_payout,place_payout_max,exacta_payout,quinella_payout,trifecta_payout,trio_payout,winner_boat_number,winner_racer_number,race_grade_number,race_title,race_subtitle,race_distance
20251230,23,8,,,,,,,,,,,,,,,,5,第66回佐賀県選手権 唐津ぴ〜ぷる杯,8っぴータイム,1800
20251230,23,9,,,,,,,,,,,,,,,,5,第66回佐賀県選手権 唐津ぴ〜ぷる杯,予選,1800
20251230,23,10,,,,,,,,,,,,,,,,5,第66回佐賀県選手権 唐津ぴ〜ぷる杯,予選特賞,1800
20251230,23,11,,,,,,,,,,,,,,,,5,第66回佐賀県選手権 唐津ぴ〜ぷる杯,宝当特選,1800
20251230,23,12,,,,,,,,,,,,,,,,5,第66回佐賀県選手権 唐津ぴ〜ぷる杯,からっキー選抜,1800
20251230,24,1,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,2,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,3,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,4,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,5,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,6,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,7,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦一般戦,1800
20251230,24,8,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦準優勝戦,1800
20251230,24,9,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦準優勝戦,1800
20251230,24,10,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,S戦準優勝戦,1800
20251230,24,11,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,トライアル,1800
20251230,24,12,,,,,,,,,,,,,,,,2,第14回クイーンズクライマックス/G3QCシリーズ,トライアル,1800
