date,venue_code,race_number,data_type,data_json
20251228,11,1,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":1,""race_wind"":2.0,""race_wind_direction_number"":7.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":7.0,""boats"":{""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.1,""racer_weight"":47.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.01,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.57,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.21,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.01,""racer_weight"":53.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.67,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.12,""racer_weight"":61.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.77,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.01,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":0.0}}}"
20251228,11,2,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":2,""race_wind"":2.0,""race_wind_direction_number"":15.0,""race_wave"":2.0,""race_weather_number"":2.0,""race_temperature"":4.0,""race_water_temperature"":7.0,""boats"":{""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.18,""racer_weight"":56.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.64,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.05,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.17,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.55,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.18,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.57,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.17,""racer_weight"":53.8,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":0.0},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.06,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.64,""racer_tilt_adjustment"":0.0}}}"
20251228,11,3,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":3,""race_wind"":2.0,""race_wind_direction_number"":15.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":7.0,""race_water_temperature"":7.0,""boats"":{""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.04,""racer_weight"":55.6,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.04,""racer_weight"":50.0,""racer_weight_adjustment"":2.0,""racer_exhibition_time"":6.57,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.1,""racer_weight"":55.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":0.0},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.07,""racer_weight"":52.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.41,""racer_weight"":52.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.57,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.08,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,4,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":4,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":7.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.03,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.55,""racer_tilt_adjustment"":0.0},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.2,""racer_weight"":52.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.57,""racer_tilt_adjustment"":0.0},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.01,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.18,""racer_weight"":47.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.55,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.06,""racer_weight"":47.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.52,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.18,""racer_weight"":53.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.69,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,5,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":5,""race_wind"":3.0,""race_wind_direction_number"":13.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":7.0,""boats"":{""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.19,""racer_weight"":52.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.72,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.19,""racer_weight"":61.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.69,""racer_tilt_adjustment"":0.0},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.36,""racer_weight"":50.0,""racer_weight_adjustment"":2.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.15,""racer_weight"":52.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.53,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":6,""racer_start_timing"":0.4,""racer_weight"":51.0,""racer_weight_adjustment"":1.0,""racer_exhibition_time"":6.45,""racer_tilt_adjustment"":3.0},""6"":{""racer_boat_number"":6,""racer_course_number"":5,""racer_start_timing"":0.1,""racer_weight"":52.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.49,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,6,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":6,""race_wind"":1.0,""race_wind_direction_number"":15.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":7.0,""race_water_temperature"":7.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.0,""racer_weight"":52.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.04,""racer_weight"":52.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.52,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.01,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.09,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.06,""racer_weight"":53.8,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.04,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.48,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,7,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":7,""race_wind"":1.0,""race_wind_direction_number"":13.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":8.0,""race_water_temperature"":7.0,""boats"":{""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.06,""racer_weight"":55.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.17,""racer_weight"":47.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.18,""racer_weight"":52.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.63,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.17,""racer_weight"":52.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":-0.06,""racer_weight"":53.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.67,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.08,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.75,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,8,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":8,""race_wind"":1.0,""race_wind_direction_number"":3.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":7.0,""race_water_temperature"":8.0,""boats"":{""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.16,""racer_weight"":53.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.13,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.73,""racer_tilt_adjustment"":0.0},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.06,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.63,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.11,""racer_weight"":54.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.18,""racer_weight"":55.6,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":0.0},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.21,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.69,""racer_tilt_adjustment"":0.0}}}"
20251228,11,9,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":9,""race_wind"":2.0,""race_wind_direction_number"":7.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":7.0,""race_water_temperature"":8.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.08,""racer_weight"":47.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.14,""racer_weight"":45.5,""racer_weight_adjustment"":1.5,""racer_exhibition_time"":6.71,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.08,""racer_weight"":49.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.59,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.09,""racer_weight"":47.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":0.0},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.02,""racer_weight"":47.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.61,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.03,""racer_weight"":52.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.66,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,10,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":10,""race_wind"":2.0,""race_wind_direction_number"":7.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":8.0,""boats"":{""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.2,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.63,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.17,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.67,""racer_tilt_adjustment"":0.0},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.03,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.71,""racer_tilt_adjustment"":0.0},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.07,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.61,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.08,""racer_weight"":52.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.6,""racer_tilt_adjustment"":0.0},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.04,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.64,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,11,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":11,""race_wind"":1.0,""race_wind_direction_number"":7.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":8.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.07,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.64,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.03,""racer_weight"":50.0,""racer_weight_adjustment"":2.0,""racer_exhibition_time"":6.6,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.09,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.54,""racer_tilt_adjustment"":0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.2,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.67,""racer_tilt_adjustment"":0.0},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.04,""racer_weight"":52.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.63,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.08,""racer_weight"":47.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.69,""racer_tilt_adjustment"":-0.5}}}"
20251228,11,12,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":11,""race_number"":12,""race_wind"":2.0,""race_wind_direction_number"":7.0,""race_wave"":2.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":8.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.06,""racer_weight"":52.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.58,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.07,""racer_weight"":52.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.0,""racer_weight"":52.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.53,""racer_tilt_adjustment"":0.0},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.04,""racer_weight"":53.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.65,""racer_tilt_adjustment"":0.0},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":0.01,""racer_weight"":52.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.62,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.02,""racer_weight"":52.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.68,""racer_tilt_adjustment"":0.0}}}"
20251228,12,1,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":1,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":6.0,""race_water_temperature"":8.0,""boats"":{""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.01,""racer_weight"":52.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.87,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.12,""racer_weight"":59.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.89,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":-0.09,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.78,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.02,""racer_weight"":53.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.86,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.02,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.9,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.01,""racer_weight"":56.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.83,""racer_tilt_adjustment"":-0.5}}}"
20251228,12,2,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":2,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":9.0,""race_water_temperature"":8.0,""boats"":{""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.04,""racer_weight"":57.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.88,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.03,""racer_weight"":52.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.91,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.01,""racer_weight"":54.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.91,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":-0.03,""racer_weight"":51.0,""racer_weight_adjustment"":1.0,""racer_exhibition_time"":6.83,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.1,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.81,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.06,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.74,""racer_tilt_adjustment"":0.0}}}"
20251228,12,3,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":3,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":9.0,""race_water_temperature"":8.0,""boats"":{""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.09,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.8,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.07,""racer_weight"":52.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.88,""racer_tilt_adjustment"":0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.05,""racer_weight"":52.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.84,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.0,""racer_weight"":57.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.82,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.1,""racer_weight"":52.8,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.83,""racer_tilt_adjustment"":0.0},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.06,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.75,""racer_tilt_adjustment"":0.0}}}"
20251228,12,4,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":4,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":9.0,""race_water_temperature"":8.0,""boats"":{""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":-0.02,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.76,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.03,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.82,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":-0.04,""racer_weight"":55.4,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.82,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":6,""racer_start_timing"":-0.17,""racer_weight"":55.9,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.89,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":4,""racer_start_timing"":0.13,""racer_weight"":54.2,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.92,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":5,""racer_start_timing"":-0.07,""racer_weight"":51.5,""racer_weight_adjustment"":0.5,""racer_exhibition_time"":6.85,""racer_tilt_adjustment"":-0.5}}}"
20251228,12,5,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":5,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":8.0,""race_water_temperature"":8.0,""boats"":{""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.07,""racer_weight"":52.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.83,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.09,""racer_weight"":52.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.8,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":-0.03,""racer_weight"":51.0,""racer_weight_adjustment"":1.0,""racer_exhibition_time"":6.81,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.13,""racer_weight"":53.1,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.85,""racer_tilt_adjustment"":-0.5},""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":-0.06,""racer_weight"":52.8,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.84,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":-0.03,""racer_weight"":52.5,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.83,""racer_tilt_adjustment"":-0.5}}}"
20251228,12,6,preview,"{""race_date"":""2025-12-28"",""race_stadium_number"":12,""race_number"":6,""race_wind"":0.0,""race_wind_direction_number"":17.0,""race_wave"":1.0,""race_weather_number"":1.0,""race_temperature"":8.0,""race_water_temperature"":8.0,""boats"":{""6"":{""racer_boat_number"":6,""racer_course_number"":6,""racer_start_timing"":0.09,""racer_weight"":54.6,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.91,""racer_tilt_adjustment"":-0.5},""3"":{""racer_boat_number"":3,""racer_course_number"":3,""racer_start_timing"":0.05,""racer_weight"":53.3,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.85,""racer_tilt_adjustment"":-0.5},""2"":{""racer_boat_number"":2,""racer_course_number"":2,""racer_start_timing"":0.03,""racer_weight"":53.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.79,""racer_tilt_adjustment"":-0.5},""4"":{""racer_boat_number"":4,""racer_course_number"":4,""racer_start_timing"":-0.01,""racer_weight"":52.0,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.78,""racer_tilt_adjustment"":-0.5},""5"":{""racer_boat_number"":5,""racer_course_number"":5,""racer_start_timing"":0.17,""racer_weight"":53.7,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.87,""racer_tilt_adjustment"":-0.5},""1"":{""racer_boat_number"":1,""racer_course_number"":1,""racer_start_timing"":0.05,""racer_weight"":57.6,""racer_weight_adjustment"":0.0,""racer_exhibition_time"":6.87,""racer_tilt_adjustment"":-0.5}}}"
